"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL"
"1","unjust","6","1,787","7.488"
"1","unknowing","9","229","5.434"
"1","unlaced","7","38","3.638"
"1","unlimited","9","25,106","10.131"
"1","unlinked","8","72","4.277"
"1","unliterary","10","0","0.000"
"1","unloading","9","664","6.498"
"1","unlock","6","1,507","7.318"
"1","unlocking","9","263","5.572"
"1","unlovely","8","15","2.708"
"1","unlucky","7","1,121","7.022"
"1","unmalicious","11","0","0.000"
"1","unmasked","8","211","5.352"
"1","unmatched","9","446","6.100"
"1","unmentionable","13","116","4.754"
"1","unmethodical","12","6","1.792"
"1","unmindful","9","25","3.219"
"1","unmitigated","11","259","5.557"
"1","unmixed","7","41","3.714"
"1","unmodified","10","804","6.690"
"1","unmolested","10","145","4.977"
"1","unmurmuring","11","0","0.000"
"1","unnamed","7","1,457","7.284"
"1","unnaturally","11","143","4.963"
"1","unnaturalness","13","10","2.303"
"1","unneeded","8","705","6.558"
"1","unnerve","7","32","3.466"
"1","unnourished","11","1","0.000"
"1","uno","3","4,219","8.347"
"1","unoccupied","10","223","5.407"
"1","unofficial","10","5,300","8.575"
"1","unpack","6","1,392","7.238"
"1","unpadded","8","29","3.367"
"1","unparalleled","12","813","6.701"
"1","unpaved","7","59","4.078"
"1","unperformed","11","1","0.000"
"1","unpleasantly","12","113","4.727"
"1","unplowed","8","10","2.303"
"1","unplumbed","9","6","1.792"
"1","unprecedented","13","2,091","7.645"
"1","unprincipled","12","122","4.804"
"1","unprintable","11","192","5.257"
"1","unprofessional","14","555","6.319"
"1","unpromising","11","24","3.178"
"1","unprovocative","13","0","0.000"
"1","unprovoked","10","320","5.768"
"1","unpunished","10","288","5.663"
"1","unquestioned","12","187","5.231"
"1","unravel","7","315","5.753"
"1","unreadable","10","1,571","7.359"
"1","unready","7","65","4.174"
"1","unreflective","12","10","2.303"
"1","unrelated","9","3,940","8.279"
"1","unreleased","10","1,363","7.217"
"1","unrelieved","10","26","3.258"
"1","unrequited","10","126","4.836"
"1","unresolved","10","1,115","7.017"
"1","unrivalled","10","45","3.807"
"1","unroll","6","97","4.575"
"1","unsalted","8","176","5.170"
"1","unsavory","8","251","5.525"
"1","unscathed","9","289","5.666"
"1","unscientific","12","553","6.315"
"1","unscrewed","9","69","4.234"
"1","unsharpened","11","9","2.197"
"1","unshaved","8","17","2.833"
"1","unshielded","10","238","5.472"
"1","unsigned","8","5,776","8.661"
"1","unsloped","8","0","0.000"
"1","unsmiling","9","14","2.639"
"1","unsolder","8","57","4.043"
"1","unsound","7","381","5.943"
"1","unspectacular","13","53","3.970"
"1","unspoken","8","442","6.091"
"1","unsteady","8","243","5.493"
"1","unstrung","8","18","2.890"
"1","unstuck","7","102","4.625"
"1","unsullied","9","60","4.094"
"1","unsung","6","203","5.313"
"1","unsure","6","3,230","8.080"
"1","unsurmountable","14","28","3.332"
"1","unsurpassed","11","422","6.045"
"1","unsuspecting","12","1,044","6.951"
"1","unsyllabic","10","0","0.000"
"1","unsympathetic","13","206","5.328"
"1","untangle","8","136","4.913"
"1","untenable","9","388","5.961"
"1","untenanted","10","3","1.099"
"1","unthinking","10","299","5.700"
"1","untidy","6","106","4.663"
"1","until","5","170,311","12.045"
"1","unto","4","7,231","8.886"
"1","untouched","9","1,197","7.088"
"1","untracked","9","34","3.526"
"1","untraditional","13","23","3.135"
"1","untruth","7","204","5.318"
"1","unuttered","9","5","1.609"
"1","unveil","6","140","4.942"
"1","unwire","6","1","0.000"
"1","unwisely","8","93","4.533"
"1","unwomanly","9","0","0.000"
"1","unworkable","10","424","6.050"
"1","unwounded","9","14","2.639"
"1","unwrinkled","10","10","2.303"
"1","unzip","5","2,889","7.969"
"1","upbeat","6","568","6.342"
"1","upbringing","10","867","6.765"
"1","updated","7","30,983","10.341"
"1","uphill","6","825","6.715"
"1","upholds","7","170","5.136"
"1","upholster","9","2","0.693"
"1","upholstery","10","249","5.517"
"1","upkeep","6","1,883","7.541"
"1","upland","6","229","5.434"
"1","uppity","6","241","5.485"
"1","upraised","8","96","4.564"
"1","uprise","6","16","2.773"
"1","uprisings","9","202","5.308"
"1","uproot","6","105","4.654"
"1","upset","5","11,355","9.337"
"1","upside","6","3,021","8.013"
"1","upstage","7","50","3.912"
"1","upstart","7","252","5.529"
"1","uptight","7","607","6.409"
"1","upturn","6","111","4.710"
"1","uranium","7","1,558","7.351"
"1","urbanity","8","11","2.398"
"1","urbanization","12","116","4.754"
"1","urea","4","239","5.476"
"1","urethane","8","237","5.468"
"1","urgencies","9","9","2.197"
"1","urgent","6","3,812","8.246"
"1","urinary","7","621","6.431"
"1","urns","4","54","3.989"
"1","Uruguayan","9","51","3.932"
"1","usable","6","5,012","8.520"
"1","usages","6","385","5.953"
"1","uselessly","9","105","4.654"
"1","uses","4","65,199","11.085"
"1","usher","5","702","6.554"
"1","usurp","5","357","5.878"
"1","usurped","7","289","5.666"
"1","utensil","7","113","4.727"
"1","utility","7","23,656","10.071"
"1","utilization","11","2,418","7.791"
"1","utilized","8","2,206","7.699"
"1","utilizes","8","1,225","7.111"
"1","utilizing","9","3,465","8.150"
"1","utopianism","10","36","3.584"
"1","utopians","8","22","3.091"
"1","utopias","7","54","3.989"
"1","uttering","8","241","5.485"
"1","utterly","7","5,392","8.593"
"1","vacate","6","198","5.288"
"1","vacation","8","9,491","9.158"
"1","vacations","9","1,175","7.069"
"1","vaccinate","9","451","6.111"
"1","vaccination","11","2,333","7.755"
"1","vacuous","7","274","5.613"
"1","vacuum","6","6,231","8.737"
"1","vagabonds","9","78","4.357"
"1","vaguely","7","2,904","7.974"
"1","vagueness","9","322","5.775"
"1","vale","4","3,937","8.278"
"1","validate","8","1,589","7.371"
"1","validation","10","2,406","7.786"
"1","validly","7","232","5.447"
"1","valley's","8","114","4.736"
"1","valleys","7","783","6.663"
"1","valor","5","1,255","7.135"
"1","valuation","9","758","6.631"
"1","valueless","9","146","4.984"
"1","valve","5","4,629","8.440"
"1","valves","6","1,556","7.350"
"1","vampire","7","13,320","9.497"
"1","vampires","8","3,488","8.157"
"1","vandals","7","306","5.724"
"1","vanguard","8","1,631","7.397"
"1","vanilla","7","3,416","8.136"
"1","vaporous","8","54","3.989"
"1","variability","11","677","6.518"
"1","variance","8","1,450","7.279"
"1","variation","9","6,014","8.702"
"1","varicolored","11","4","1.386"
"1","varied","6","3,876","8.263"
"1","variety","7","30,727","10.333"
"1","various","7","88,071","11.386"
"1","varsity","7","518","6.250"
"1","vary","4","11,991","9.392"
"1","vascular","8","381","5.943"
"1","vases","5","135","4.905"
"1","vast","4","13,766","9.530"
"1","vaster","6","42","3.738"
"1","vastly","6","2,928","7.982"
"1","Vatican","7","2,147","7.672"
"1","veered","6","117","4.762"
"1","vegan","5","1,663","7.416"
"1","vegetable","9","3,298","8.101"
"1","vegetarian","10","4,347","8.377"
"1","vehement","8","269","5.595"
"1","vehicles","8","9,269","9.134"
"1","veiled","6","764","6.639"
"1","veiling","7","60","4.094"
"1","vein","4","2,169","7.682"
"1","veined","6","34","3.526"
"1","veins","5","1,437","7.270"
"1","vellum","6","193","5.263"
"1","velocities","10","1,013","6.921"
"1","velvet","6","2,236","7.712"
"1","vend","4","118","4.771"
"1","vendors","7","15,986","9.679"
"1","veneer","6","544","6.299"
"1","venereal","8","223","5.407"
"1","Venetian","8","259","5.557"
"1","Venezuela","9","2,228","7.709"
"1","Venice","6","1,245","7.127"
"1","venomous","8","776","6.654"
"1","ventilated","10","238","5.472"
"1","ventriloquism","13","24","3.178"
"1","ventriloquist","13","142","4.956"
"1","venue","5","3,214","8.075"
"1","verb","4","2,101","7.650"
"1","verbatim","8","1,645","7.405"
"1","verbosity","9","215","5.371"
"1","verdant","7","162","5.088"
"1","verification","12","5,344","8.584"
"1","verisimilitude","14","40","3.689"
"1","verity","6","205","5.323"
"1","vernacular","10","356","5.875"
"1","Versailles","10","768","6.644"
"1","versatility","11","646","6.471"
"1","verse","5","6,407","8.765"
"1","verses","6","3,521","8.167"
"1","versify","7","0","0.000"
"1","version","7","224,831","12.323"
"1","versions","8","47,697","10.773"
"1","vertebral","9","65","4.174"
"1","vertebrates","11","185","5.220"
"1","vertex","6","780","6.659"
"1","very","4","587,578","13.284"
"1","vesicular","9","55","4.007"
"1","vest","4","1,238","7.121"
"1","vestige","7","153","5.030"
"1","veterans","8","4,652","8.445"
"1","veterinary","10","1,964","7.583"
"1","vetoed","6","482","6.178"
"1","vex","3","124","4.820"
"1","viability","9","1,254","7.134"
"1","viaduct","7","36","3.584"
"1","vial","4","627","6.441"
"1","vibes","5","686","6.531"
"1","vibrancy","8","32","3.466"
"1","vibrate","7","543","6.297"
"1","vicarious","9","158","5.063"
"1","vicelike","8","1","0.000"
"1","vices","5","481","6.176"
"1","vicious","7","3,553","8.176"
"1","vicissitudes","12","64","4.159"
"1","victim","6","11,638","9.362"
"1","victimization","13","441","6.089"
"1","victims","7","11,875","9.382"
"1","Victor's","8","177","5.176"
"1","victual","7","4","1.386"
"1","Vienna's","8","15","2.708"
"1","vies","4","61","4.111"
"1","view","4","75,014","11.225"
"1","viewers","7","6,860","8.833"
"1","viewless","8","0","0.000"
"1","viewpoints","10","2,088","7.644"
"1","vignette","8","115","4.745"
"1","Vikings","7","1,470","7.293"
"1","vilifying","9","35","3.555"
"1","village","7","13,243","9.491"
"1","villain","7","2,550","7.844"
"1","Vince","5","4,794","8.475"
"1","vindicate","9","118","4.771"
"1","vindication","11","285","5.652"
"1","vindictive","10","430","6.064"
"1","viola","5","1,311","7.179"
"1","viola's","7","5","1.609"
"1","violates","8","2,876","7.964"
"1","violating","9","3,435","8.142"
"1","violations","10","5,427","8.599"
"1","viper","5","3,308","8.104"
"1","Virginia","8","20,353","9.921"
"1","Virginia's","10","214","5.366"
"1","virility","8","99","4.595"
"1","virology","8","348","5.852"
"1","virtual","7","31,841","10.369"
"1","virtually","9","14,939","9.612"
"1","virtuosity","10","123","4.812"
"1","viscount","8","207","5.333"
"1","viscous","7","366","5.903"
"1","vise","4","4,635","8.441"
"1","visible","7","12,546","9.437"
"1","visited","7","8,216","9.014"
"1","visiting","8","8,123","9.002"
"1","visitors","8","4,376","8.384"
"1","visits","6","4,095","8.318"
"1","visualizes","10","31","3.434"
"1","visually","8","1,893","7.546"
"1","vitality","8","701","6.553"
"1","vitals","6","141","4.949"
"1","vivacity","8","12","2.485"
"1","Vivian","6","1,441","7.273"
"1","vivid","5","1,936","7.568"
"1","vividly","7","556","6.321"
"1","vividness","9","60","4.094"
"1","vivify","6","2","0.693"
"1","vivisection","11","269","5.595"
"1","vocab","5","97","4.575"
"1","vocal","5","5,625","8.635"
"1","vocalization","12","53","3.970"
"1","vocals","6","4,651","8.445"
"1","vocation","8","473","6.159"
"1","vociferously","12","137","4.920"
"1","voice","5","81,827","11.312"
"1","voices","6","10,474","9.257"
"1","void","4","22,817","10.035"
"1","volatile","8","1,404","7.247"
"1","Volkswagens","11","51","3.932"
"1","voltage","7","9,131","9.119"
"1","voltages","8","1,123","7.024"
"1","volumetrically","14","3","1.099"
"1","volunteer","9","8,374","9.033"
"1","vomiting","8","1,320","7.185"
"1","voracious","9","309","5.733"
"1","voted","5","11,153","9.319"
"1","votes","5","20,959","9.950"
"1","voting","6","11,949","9.388"
"1","vouching","8","10","2.303"
"1","vowed","5","783","6.663"
"1","voyager","7","9,330","9.141"
"1","Vulcan","6","3,894","8.267"
"1","vulcanized","10","66","4.190"
"1","vulgar","6","1,098","7.001"
"1","vulgarize","9","3","1.099"
"1","wad","3","2,930","7.983"
"1","wade","4","5,232","8.563"
"1","wads","4","1,174","7.068"
"1","waft","4","83","4.419"
"1","wagging","7","267","5.587"
"1","Wagner's","8","266","5.583"
"1","wagtail","7","7","1.946"
"1","wailed","6","230","5.438"
"1","wainscoted","10","0","0.000"
"1","waistcoat","9","59","4.078"
"1","wait","4","61,759","11.031"
"1","waiting","7","37,991","10.545"
"1","waitresses","10","254","5.537"
"1","waked","5","16","2.773"
"1","wakeful","7","31","3.434"
"1","wakened","7","44","3.784"
"1","walk","4","33,093","10.407"
"1","walkabout","9","100","4.605"
"1","walkaway","8","5","1.609"
"1","walked","6","14,968","9.614"
"1","walker","6","9,022","9.107"
"1","walkout","7","61","4.111"
"1","walkover","8","24","3.178"
"1","wall","4","91,869","11.428"
"1","wallboard","9","39","3.664"
"1","walled","6","340","5.829"
"1","wallop","6","142","4.956"
"1","wallowed","8","28","3.332"
"1","Wally","5","1,820","7.507"
"1","Wally's","7","135","4.905"
"1","walnut","6","3,420","8.137"
"1","Walter","6","9,900","9.200"
"1","waltz","5","1,181","7.074"
"1","wanderings","10","104","4.644"
"1","wanderlust","10","2,515","7.830"
"1","waning","6","322","5.775"
"1","wanker","6","675","6.515"
"1","war","3","109,438","11.603"
"1","ward's","6","166","5.112"
"1","warfare","7","4,468","8.405"
"1","warhead","7","593","6.385"
"1","warhorse","8","146","4.984"
"1","warmhearted","11","15","2.708"
"1","warmongering","12","26","3.258"
"1","warmth","6","2,499","7.824"
"1","warmup","6","366","5.903"
"1","warn","4","4,211","8.345"
"1","warningly","9","7","1.946"
"1","warnings","8","3,883","8.264"
"1","warping","7","763","6.637"
"1","warranted","9","1,363","7.217"
"1","warred","6","21","3.045"
"1","warren","6","11,053","9.310"
"1","warriors","8","9,041","9.110"
"1","warship","7","505","6.225"
"1","wart","4","224","5.412"
"1","wartime","7","883","6.783"
"1","wartorn","7","2","0.693"
"1","warts","5","437","6.080"
"1","warty","5","35","3.555"
"1","washable","8","240","5.481"
"1","washbasin","9","13","2.565"
"1","washbowl","8","0","0.000"
"1","washday","7","3","1.099"
"1","washings","8","82","4.407"
"1","washout","7","116","4.754"
"1","washstand","9","0","0.000"
"1","wastage","7","146","4.984"
"1","wasting","7","6,985","8.852"
"1","watching","8","29,939","10.307"
"1","watchmaker","10","52","3.951"
"1","watchstrap","10","0","0.000"
"1","Waterbury","9","293","5.680"
"1","waterfowl","9","187","5.231"
"1","waterhole","9","25","3.219"
"1","waterline","9","178","5.182"
"1","waterlogged","11","57","4.043"
"1","watermark","9","322","5.775"
"1","waterpower","10","3","1.099"
"1","watershed","9","545","6.301"
"1","watersheds","10","120","4.787"
"1","waterskiing","11","112","4.718"
"1","waterspout","10","32","3.466"
"1","waterways","9","277","5.624"
"1","waterwings","10","6","1.792"
"1","waved","5","1,146","7.044"
"1","waxing","6","476","6.165"
"1","way's","5","65","4.174"
"1","Wayne","5","14,115","9.555"
"1","ways","4","54,302","10.902"
"1","wayward","7","361","5.889"
"1","we're","5","63,958","11.066"
"1","weakening","9","737","6.603"
"1","weakens","7","404","6.001"
"1","weaker","6","2,775","7.928"
"1","weakest","7","981","6.889"
"1","weakling","8","103","4.635"
"1","weakly","6","589","6.378"
"1","wealthy","7","4,864","8.490"
"1","wean","4","748","6.617"
"1","weapon","6","19,739","9.890"
"1","weary","5","1,145","7.043"
"1","wearying","8","21","3.045"
"1","weasel","6","1,522","7.328"
"1","weatherstrip","12","17","2.833"
"1","weaving","7","988","6.896"
"1","web","3","140,289","11.851"
"1","Webster","7","2,895","7.971"
"1","wed","3","15,098","9.622"
"1","weddings","8","1,622","7.391"
"1","wedged","6","312","5.743"
"1","Wednesday's","11","550","6.310"
"1","wee","3","2,812","7.942"
"1","weeded","6","201","5.303"
"1","weeklies","8","75","4.317"
"1","weekly","6","18,719","9.837"
"1","weeks","5","69,740","11.153"
"1","weeping","7","601","6.399"
"1","weighing","8","1,303","7.172"
"1","weighs","6","2,042","7.622"
"1","weighted","8","1,685","7.430"
"1","weights","7","3,360","8.120"
"1","weirdo","6","412","6.021"
"1","welcomed","8","4,903","8.498"
"1","welcomes","8","1,268","7.145"
"1","welding","7","986","6.894"
"1","well","4","552,532","13.222"
"1","wellbeing","9","141","4.949"
"1","wellborn","8","4","1.386"
"1","Welsh","5","3,305","8.103"
"1","welt","4","639","6.460"
"1","welter","6","108","4.682"
"1","welterweight","12","48","3.871"
"1","Wesley","6","4,162","8.334"
"1","Wesley's","8","134","4.898"
"1","west","4","62,838","11.048"
"1","westernization","14","52","3.951"
"1","Westminster","11","1,315","7.182"
"1","westward","8","378","5.935"
"1","wetter","6","295","5.687"
"1","wetting","7","569","6.344"
"1","whalebone","9","495","6.205"
"1","whaling","7","902","6.805"
